"Date:July 27, 1927","Location:Amoneburg, Germany",Aboard:5   (passengers:3  crew:2),Fatalities:5   (passengers:3  crew:2),Summary:Crashed after experiencing engine failure and attempting to make a forced landing.
"Date:August 22, 1927","Location:Sevenoaks, England",Aboard:11   (passengers:9  crew:2),Fatalities:1   (passengers:0  crew:1),"Summary:A broken wire led to the partial loss of the the rudder and a crash landing which resulted in the aircraft striking a tree, killing the flight engineer."
"Date:September 03, 1927","Location:Willington, Connecticut",Aboard:1   (passengers:0  crew:1),Fatalities:1   (passengers:0  crew:1),Summary:The postal plane crashed for unknown reasons.
"Date:September 17, 1927","Location:Hadley, New Jersey",Aboard:12   (passengers:11  crew:1),Fatalities:7   (passengers:6  crew:1),Summary:The sightseeing plane took off and rose to 400 ft. when the engine failed.  The plane stalled and plunged to the ground in an apple orchard. Engine failure. The pilot was not familiar with the type of aircraft.
"Date:September 17, 1927",Location:Atlantic Ocean,Aboard:3   (passengers:1  crew:2),Fatalities:3   (passengers:1  crew:2),"Summary:While flying 1,000 km east of the Canadian coast, the crew sent a mayday message and the aircraft crashed into the ocean two minutes later. The plane was owned by William Randolph Hearst who financed this nonstop transatlantic flight."
"Date:September 23, 1927","Location:Schleiz, Germany",Aboard:6   (passengers:4  crew:2),Fatalities:6   (passengers:4  crew:2),Summary:From an altitude of 500 ft. the plane went out of control and crashed  due to a broken wing strut.
"Date:October 06, 1927","Location:Thies, Mauritania",Aboard:2   (passengers:0  crew:2),Fatalities:2   (passengers:0  crew:2),Summary:The plane crashed while attempting to land at Dakar.
"Date:October 30, 1927","Location:New Brunswick, New Jersey",Aboard:4   (passengers:3  crew:1),Fatalities:4   (passengers:3  crew:1),Summary:Went into a tailspin and crashed into a corn field about 10 km from the airport.
"Date:November 08, 1927","Location:Strasburg, France",Aboard:1   (passengers:0  crew:1),Fatalities:1   (passengers:0  crew:1),Summary:The mail plane crashed shortly after taking off.
"Date:November 16, 1927",Location:Over the Gulf of Finland,Aboard:6   (passengers:4  crew:2),Fatalities:6   (passengers:4  crew:2),Summary:Crashed in the gulf of Finland and never found.
"Date:November 29, 1927","Location:Corunna, Indiana",Aboard:1   (passengers:0  crew:1),Fatalities:1   (passengers:0  crew:1),Summary:The postal plane crashed at night in poor weather.
"Date:December 28, 1927","Location:Almeria, Spain",Aboard:1   (passengers:0  crew:1),Fatalities:1   (passengers:0  crew:1),Summary:A fire erupted aboard the mail plane while en route and crashed.
"Date:December 31, 1927","Location:Near Marseille,France",Aboard:5   (passengers:0  crew:5),Fatalities:5   (passengers:0  crew:5),"Summary:Suffered structural failure at an altitude of 1,000 ft."
"Date:January 08, 1928","Location:Near Canajoharie, New York",Aboard:3   (passengers:1  crew:2),Fatalities:3   (passengers:1  crew:2),Summary:Became lost in dense fog and flew into trees in the Mohawk Valley while proceeding to Buffalo..
"Date:January 16, 1928","Location:Solis, Uruguay",Aboard:2   (passengers:0  crew:2),Fatalities:2   (passengers:0  crew:2),Summary:The wing on the mail plane detached from the aircraft and crashed into the sea.
"Date:January 22, 1928","Location:L'Hospitalet, Ari�ge",Aboard:1   (passengers:0  crew:1),Fatalities:1   (passengers:0  crew:1),Summary:Crashed after experiencing mechanical difficulties.
"Date:January 22, 1928","Location:Tarragona, Spain",Aboard:2   (passengers:0  crew:2),Fatalities:2   (passengers:0  crew:2),Summary:Crashed in unknown circumstances.
"Date:January 27, 1928","Location:Almeria, Spain",Aboard:1   (passengers:0  crew:1),Fatalities:1   (passengers:0  crew:1),Summary:After experiencing turbulence the pilot's seat belt broke and ejecting the pilot.
"Date:February 26, 1928","Location:Marquette, Nebraska",Aboard:2   (passengers:1  crew:1),Fatalities:1   (passengers:1  crew:0),Summary:The air mail plane crashed into a grove of cottonwood trees and burned. Businessman F.H. Craig was killed and pilot Frank Yegar injured. The pilot descended in altitude due to air pockets.The plane then ran into an air pocket that brought the plane down into the grove of trees.
"Date:March 11, 1928","Location:Off Cape Griz Nez, France",Aboard:2   (passengers:0  crew:2),Fatalities:2   (passengers:0  crew:2),Summary:Crashed into the sea while delivering mail in poor weather.
"Date:April 17, 1928","Location:Federal, Wyoming",Aboard:2   (passengers:1  crew:1),Fatalities:1   (passengers:1  crew:0),Summary:Spatial disorientation after entering a snowstorm.
"Date:April 19, 1928","Location:Minuesa, Spain",Aboard:9   (passengers:7  crew:2),Fatalities:9   (passengers:7  crew:2),Summary:Crashed into a field after getting lost in fog.
"Date:May 07, 1928","Location:Florianopolis, Brazil",Aboard:5   (passengers:3  crew:2),Fatalities:1   (passengers:1  crew:0),Summary:An in flight fire caused he pilot to lose control and crash in a field after which a fire erupted.
"Date:May 12, 1928","Location:Dearborn, Minnesota",Aboard:2   (passengers:0  crew:2),Fatalities:2   (passengers:0  crew:2),Summary:The cargo plane crashed on it�s inaugural flight. The pilot tried to become airborne without sufficient speed.
"Date:May 26, 1928","Location:Radevormwald, Germany",Aboard:5   (passengers:4  crew:1),Fatalities:3   (passengers:2  crew:1),"Summary:After taking off and encountering fog, the pilot decided to  to make a precautionary landing in a field but t hit a cow, crashed and burned. Pilot error."
"Date:June 14, 1928","Location:Frankfurt, Germany",Aboard:5   (passengers:4  crew:1),Fatalities:5   (passengers:4  crew:1),"Summary:The ""Viper"" crashed for unknown reasons."
"Date:June 22, 1928","Location:Lebo, Kansas",Aboard:1   (passengers:0  crew:1),Fatalities:1   (passengers:0  crew:1),Summary:The mail plane flew into tornado like winds and crashed in a field.
"Date:July 10, 1928",Location:Over the Gulf of Finland,Aboard:6   (passengers:4  crew:2),Fatalities:6   (passengers:4  crew:2),Summary:Crashed under unknown circumstances
"Date:July 13, 1928","Location:Purley, England",Aboard:6   (passengers:5  crew:1),Fatalities:4   (passengers:4  crew:0),"Summary:After the aircraft had climbed to 800 feet it disappeared from view of the airport in a south-west direction. The aircraft crashed into a market garden near Leigh Cottage on Woodcote Road, it was seen by residents flying low over the roof tops with the engine evidently in difficulties. The aircraft crashed into a potato field, the pilot in an open cockpit clambered clear and helped one of the passengers from the enclosed cabin free. The aircraft burst into flames and it was not possible to rescue the other passengers."
"Date:July 24, 1928","Location:Waalhaven, Netherlands",Aboard:6   (passengers:5  crew:1),Fatalities:1   (passengers:1  crew:0),"Summary:The plane became airborne in a stalled condition, hit a shipsmast and crashed into the Waalhaven."
"Date:August 25, 1928","Location:Near Port Townsend, BC, Canada",Aboard:7   (passengers:5  crew:2),Fatalities:7   (passengers:5  crew:2),Summary:Crashed into Puget Sound in dense fog 12 miles off Port Townsend.  Considered the first Canadian air disaster.
"Date:September 02, 1928","Location:Toul, France",Aboard:5   (passengers:2  crew:3),Fatalities:5   (passengers:2  crew:3),"Summary:After taking off the engine failed, the plane stalled and crashed."
"Date:September 04, 1928","Location:Adelaide Hills, Australia",Aboard:2   (passengers:0  crew:2),Fatalities:1   (passengers:0  crew:1),"Summary:Following the conclusion of an aerial tour carrying Sir John Salmond, the aircraft departed Adelaide piloted by C. W. A. Scott with an engineer as passenger. Control was lost in the cloud during an attempt to cross the Adelaide Hills; the aircraft encounted bad weather, crashed and caught fire."
"Date:September 04, 1928","Location:Pocatello, Idaho",Aboard:7   (passengers:6  crew:1),Fatalities:7   (passengers:6  crew:1),"Summary:While flying low and circling six times for a landing, the mail plane went into a nose dive when the pilot headed into the wind and crashed to the ground, rolling over several times."
"Date:September 06, 1928","Location:Heroldbach, Germany",Aboard:3   (passengers:2  crew:1),Fatalities:3   (passengers:2  crew:1),Summary:Crashed due to engine failure.
"Date:October 04, 1928","Location:Gerona, Spain",Aboard:3   (passengers:2  crew:1),Fatalities:3   (passengers:2  crew:1),Summary:Encountered fog and crashed into a mountain slope near the monastery of Sant Pere de Rodes.
"Date:October 18, 1928","Location:Polk, Pennsylvania",Aboard:1   (passengers:0  crew:1),Fatalities:1   (passengers:0  crew:1),Summary:The mail plane crashed into a hill and burned during the night during poor weather conditons.
"Date:October 31, 1928","Location:Valence, France",Aboard:2   (passengers:1  crew:1),Fatalities:1   (passengers:0  crew:1),Summary:The pilot attempted an emergency landing in a muddy field and crashed.
"Date:November 15, 1928",Location:Off Gibraltar,Aboard:3   (passengers:?  crew:3),Fatalities:1   (passengers:0  crew:1),Summary:The sea plane stuck a lightning mast and crashed into houses. Pilot error.
"Date:November 24, 1928","Location:Edgerton, Ohio",Aboard:3   (passengers:2  crew:1),Fatalities:3   (passengers:2  crew:1),Summary:The mail plane crashed in a heavy snow storm.
"Date:November 25, 1928","Location:Edgerton, Ohio",Aboard:1   (passengers:0  crew:1),Fatalities:1   (passengers:0  crew:1),Summary:The mail plane crashed in a heavy snow storm
"Date:November 25, 1928","Location:Bristolville, Ohio",Aboard:1   (passengers:0  crew:1),Fatalities:1   (passengers:0  crew:1),Summary:The mail plane crashed in a snow storm.
"Date:December 01, 1928","Location:Spur, Texas",Aboard:5   (passengers:4  crew:1),Fatalities:5   (passengers:4  crew:1),Summary:The aircraft crashed and burned while en route. Flames were seen aboard the plane before it crashed. The plane was on a delivery flight.
"Date:December 03, 1928","Location:Near Rio de Janeiro,Brazil",Aboard:14   (passengers:9  crew:5),Fatalities:14   (passengers:9  crew:5),"Summary:The seaplane took off form the bay and narrowly avoided a collision with another plane and in the process veered sharply and so abruptly that one of the wings was strained beyond its elastic limits. The pilot then lost control of the aircraft and it fell, tail spinning 300 feet into the water where one of the engines exploded on impact. It sunk immediately."
"Date:December 10, 1928","Location:Spokan, Washington",Aboard:5   (passengers:3  crew:2),Fatalities:5   (passengers:3  crew:2),Summary:The aircraft crashed while attempting to land in fog.
"Date:December 11, 1928","Location:Letzlingen, Germany",Aboard:4   (passengers:1  crew:3),Fatalities:3   (passengers:0  crew:3),"Summary:After a fuel line broke in flight, the pilot was forced to make an emergency landing in an open field. On landing, the aircraft crashed, overturned and came to rest in flames."
"Date:December 20, 1928","Location:Huron, Ohio",Aboard:1   (passengers:0  crew:1),Fatalities:1   (passengers:0  crew:1),Summary:The mail plane crashed into an apple tree during a snow storm after the pilot experienced spatial disorientation.
"Date:December 23, 1928","Location:Chattanooga, Tennessee",Aboard:4   (passengers:3  crew:1),Fatalities:4   (passengers:3  crew:1),Summary:Crashed onto a roof and garage on takeoff and burst into flames. The motor may have not been warmed- up properly.
"Date:December 31, 1928","Location:Reims, France",Aboard:3   (passengers:2  crew:1),Fatalities:2   (passengers:2  crew:0),Summary:Crashed into high ground in fog.
"Date:January 05, 1929","Location:Stafford Springs, Connecticut",Aboard:1   (passengers:0  crew:1),Fatalities:1   (passengers:0  crew:1),Summary:Struck a mountain slope  in poor weather.
"Date:January 18, 1929","Location:Cove, Oregon",Aboard:1   (passengers:0  crew:1),Fatalities:1   (passengers:0  crew:1),Summary:While attempting to make an emergency landing on the Minam river the mail plane hit a bolder killing the pilot.
